True value,No.,Si,Ti,Al,Cr,Fe,Ca,Mg,Mn,Na,H2O (ppm)*
1,21,5.37242303,4.373053136,4.436728452,1.075059333,4.550887826,7.842076796,3.367463415,1.287856,1.34389,80.17011078
1,22,1.065424788,9.056688051,8.62243319,0.741344333,5.185271,8.070205694,0.593450098,1.247303,1.461464908,70.63818778
1,23,4.643223788,5.626317881,5.350272,0.6496105,4.756219739,7.740659347,2.581830707,1.0913695,1.058814663,101.1062988
1,24,1.384485424,8.89153839,8.041780929,0.6501235,5.209993087,8.054452224,1.110800122,0.701812,1.492481902,87.31905304
1,25,4.039338212,6.070303983,5.775432143,0.5888775,5.600933478,7.720756714,2.11847739,2.066135,1.271655092,72.6807427
1,26,0.85337097,9.746149153,9.054141381,0.659737167,5.130400652,7.795201939,0.143479927,1.1319345,1.845328466,75.7445751
1,27,1.837755333,7.339972288,7.778572667,3.538363167,4.741171174,7.853932857,1.523600829,1.075539,1.525259939,96.85097604
1,28,4.102645182,5.66629661,5.979350857,0.7925125,4.768699,7.960950184,2.164876049,1.63971,0.701811963,69.10627158
1,29,1.249829909,8.297169661,8.4261075,0.732491833,5.511565261,7.888381816,0.928669537,1.6543145,1.965309509,102.4680021
1,30,1.84972297,8.136224915,8.213978262,0.6382115,5.141528261,7.818032735,0.711043268,1.877638,1.782003804,94.29778238
1,31,1.925481424,8.407880847,8.085977595,0.774711167,5.272327652,7.96120251,0.433988561,1.2846025,1.543881288,96.34033732
1,32,1.161358394,9.394759746,8.716580357,0.766813,5.156939,7.707040531,0.512468415,0.5687365,1.673840859,100.4254472
1,33,1.533991879,8.635733475,8.446155071,0.415336333,4.532381348,7.915212469,0.872200927,1.39845,1.940674663,70.12754904
1,34,1.243766333,8.988222797,8.682031071,0.763523,4.601888783,7.939614327,0.655770439,1.434127,1.808381902,72.6807427
1,35,3.699991152,6.686686441,5.83474469,0.3075215,5.700390348,7.841402245,2.159934561,1.386905,1.039185215,105.0211958
1,36,5.663423121,2.765042373,5.114132857,2.342233,3.736516435,6.972754224,3.867094244,1.1111865,2.036611656,68.93605866
1,37,1.464065758,8.600211017,8.416283405,0.641713167,5.319436435,7.880845755,0.645380829,1.3429945,1.748506012,95.14884694
1,38,1.411153424,8.638613729,8.506991024,0.372170167,5.421302696,7.746185776,0.753083585,1.196149,1.429572454,74.2126589
1,39,1.909763,8.220312373,8.023459857,0.712876333,5.013996522,7.81843998,0.914995976,1.0660315,1.845257239,64.34031008
1,40,1.404288333,8.739856949,8.187040214,0.878128833,4.894934696,7.950351286,1.100105854,1.5626245,1.621743067,73.36159436
1,41,3.157655061,6.023973136,6.941122,0.5876815,5.244407391,7.798068898,1.96909178,0.4444235,1.197762209,71.82967816
1,42,4.242322,6.621343559,6.296472071,0.417292,4.939680478,7.175251755,1.578153707,1.830302,1.897228957,36.59560562
1,43,4.834253424,3.604011441,6.197325905,1.000262667,4.930036435,6.957228061,2.572270976,1.787758,2.468841411,61.10626478
1,44,3.914424152,5.953410085,5.655078571,0.233243,5.29734313,7.915496061,2.514101927,1.1324335,1.725374663,63.82967134
1,45,3.74669397,5.515749153,6.184010476,1.768892333,4.841454826,7.604402163,2.509693415,1.3815965,1.622337178,47.99987064
1,46,2.731913303,7.196527373,6.924698238,0.9376795,5.300847652,7.768944224,1.762750366,1.4751205,1.766911656,51.57434176
1,47,2.118632848,7.330466102,7.633190143,0.507116333,5.540614043,8.081440959,1.114016732,1.4221355,2.083891166,58.89349694
1,48,2.153616667,7.419480508,7.958992976,0.069297167,5.431991696,7.926550571,0.844330146,1.081783,2.135362086,84.59564646
1,49,3.458890667,6.617573729,6.3744165,0.0933885,5.734192478,7.713301939,1.76903122,0.88465,2.006499325,65.19137464
1,50,4.794409545,5.751485169,4.728584524,0,6.121865696,7.829086184,2.244237463,2.0433325,1.99525135,56.68072908
1,51,3.378868545,4.81080339,8.121673667,0.354072167,5.11967913,5.104507,3.489691634,1.6056465,2.333381288,52.42540632
1,52,3.489794606,4.248151356,7.945952119,0.501219,4.511473739,5.285758531,3.972391976,1.845508,2.412723252,49.36157392
1,53,7.810270939,3.431806356,2.267765905,0.141410667,4.73469387,7.424831878,3.754688805,1.1754085,2.194081227,57.02115492
1,54,5.684878636,5.776229661,4.551012571,0.490147667,5.605002696,7.646825449,1.37557678,1.8935745,2.457772577,70.63818778
1,55,6.869418818,4.114634068,3.028862571,0.890207,5.010111174,7.293316694,3.464093463,1.754604,2.380975828,105.7020474
1,56,6.446479424,4.196665339,3.446803738,0.312637667,5.544124957,7.453823776,3.138699854,1.727021,2.22524,103.9999183
1,57,4.552750303,5.910992542,5.698307595,0.222206167,5.731118348,7.706525714,1.289777244,2.0948905,2.271846933,84.59564646
1,58,3.973148667,6.372013729,5.912922048,0.478984333,5.53776413,7.798556327,1.668853146,1.269648,2.160442638,57.87221946
1,59,5.253474121,4.979855508,5.091335833,0.418387333,5.84983513,7.173188367,2.242789976,1.34469,2.129949571,73.19138144
1,60,6.379197606,3.297154322,3.96467531,0.682862,6.131878565,7.117591163,3.037568659,2.178918,1.606124172,45.44667698
1,61,4.459844242,3.798997966,6.772647095,2.054987167,5.618236348,6.898231367,1.577271902,1.627473,2.761483006,100.0850213
1,62,4.530311545,5.730662373,5.61721381,0.227835167,5.694855609,7.668154184,1.610351439,1.7988085,2.36501638,97.02118896
1,63,6.168540515,2.340555932,4.657487405,2.609531833,3.793290435,7.486582755,3.277597537,1.36642,2.089464908,94.80842112
1,64,5.737128212,3.901030085,4.334042262,2.126188,6.227804826,7.387058939,2.575263683,1.170559,1.396613558,55.82966454
1,65,5.934330303,3.241638644,4.449829,2.576324167,5.48259687,7.151031918,2.97478239,1.6972955,1.504191166,41.53178002
1,66,6.669232636,2.405287627,3.895196548,2.153741333,5.531320217,6.609970265,3.592525537,1.3125405,3.037701595,62.80839388
1,67,6.063638667,4.415053983,3.692875429,0.847910167,5.821729826,7.351807265,2.927572195,1.969053,2.826948344,62.80839388
